City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
694,Buchanan,LR,5.8808,-10.0467,76.96,83,85,1.28,overcast clouds
695,Talcahuano,CL,-36.7167,-73.1167,55.08,94,0,4.61,clear sky
696,Natal,BR,-5.795,-35.2094,75.85,88,40,4.61,scattered clouds
697,Corinto,GR,37.9407,22.9573,45.9,68,63,3.0,broken clouds
698,Wanning,CN,18.8003,110.3967,73.81,87,98,10.58,overcast clouds
699,Gbarnga,LR,6.9956,-9.4722,72.39,94,80,0.87,broken clouds
700,Hovd,MN,48.0056,91.6419,-1.68,77,6,3.62,clear sky
701,Jadu,LY,31.953,12.0261,45.72,83,11,11.45,few clouds
702,Andradas,BR,-22.0681,-46.5692,66.06,98,100,3.24,overcast clouds
703,Melbu,NO,68.5044,14.8297,35.38,64,75,16.11,light snow
704,Romny,UA,50.751,33.4747,32.54,99,100,11.68,overcast clouds
705,Tchibanga,GA,-2.85,11.0333,78.3,86,95,0.76,overcast clouds
706,East Wenatchee Bench,US,47.4257,-120.2812,42.13,76,0,11.5,clear sky
707,Tartus,SY,34.889,35.8866,63.5,69,59,15.84,broken clouds
