City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
524,Malatya,TR,33.85,broken clouds,38.5,38.0,
525,Korla,CN,33.01,clear sky,41.7597,86.1469,Gulisitan Hotel
526,Mwinilunga,ZM,68.18,light rain,-11.7358,24.4293,Kwakuwahi Lodge
527,La Ronge,CA,33.21,overcast clouds,55.1001,-105.2842,Northland Motor Hotel
528,Agadez,NE,65.44,clear sky,19.75,10.25,
532,Savannah Bight,HN,75.99,clear sky,16.45,-85.85,Villa on Dunbar Rock
533,Manacapuru,BR,75.78,overcast clouds,-3.2997,-60.6206,Novo Hotel
534,Esperance,AU,68.59,few clouds,-33.8667,121.9,Hospitality Esperance
537,Upata,VE,72.19,broken clouds,8.0086,-62.3989,Posada Villa Nela
541,Kamenka,RU,31.75,overcast clouds,51.3223,42.7678,
543,Abha,SA,62.85,few clouds,18.2164,42.5053,Abha Hotel
544,Cacoal,BR,71.8,moderate rain,-11.4386,-61.4472,Hotel BR 364
546,Trinidad,BO,67.98,broken clouds,-14.8333,-64.9,Hotel Piesta
547,Telesti,RO,39.87,clear sky,45.0,23.0833,Agropensiunea iris
548,Nacozari,MX,50.05,clear sky,25.3366,-108.2574,
552,Chacabuco,AR,53.13,clear sky,-34.6417,-60.4739,Club de Pesca Caza y Balneario
554,Margate,GB,51.96,broken clouds,51.3813,1.3862,Premier Inn Margate hotel
555,Senador Jose Porfirio,BR,72.5,heavy intensity rain,-2.5908,-51.9542,Pousada Novo Horizonte
556,Najran,SA,66.07,scattered clouds,17.4924,44.1277,محمد هادي ال فطيح
557,Coos Bay,US,48.99,overcast clouds,43.3665,-124.2179,Best Western Holiday Hotel
559,Yuxia,CN,38.61,overcast clouds,34.0615,108.6291,Shanchengxuan Hotel
561,Naze,JP,59.72,broken clouds,28.3667,129.4833,Shishime Hotel
562,Porto De Moz,BR,72.05,moderate rain,-1.7483,-52.2383,Dormitório labelle
563,Sao Francisco,BR,68.92,overcast clouds,-15.9486,-44.8644,Hotel Supremo
564,Bushehr,IR,61.72,clear sky,28.9684,50.8385,Yas Hostel
565,Chifeng,CN,32.59,clear sky,42.2683,118.9636,Junyu Tiancheng Hotel
567,Fort-Shevchenko,KZ,38.34,scattered clouds,44.5086,50.263,Oasis hotel Bautino
569,Mount Darwin,ZW,76.19,light rain,-16.7725,31.5838,
570,Buraydah,SA,61.32,clear sky,26.326,43.975,فندق راحة السلام
571,Muisne,EC,74.25,light rain,0.6,-80.0333,Quinta Samay
573,Peterhead,GB,43.2,scattered clouds,57.5058,-1.7981,Palace Hotel
576,Kuryk,KZ,39.42,few clouds,43.2,51.65,Gostinitsa Kuryk - Otel' Dlya Vsekh Kategoriy Kliyentov .
578,Neyshabur,IR,41.09,clear sky,36.2133,58.7958,Amiran Hotel
580,Zaozerne,UA,46.94,overcast clouds,45.1582,33.2787,"Molodozhnyy Lager' ""Pioner"""
581,Cocorit,MX,59.0,clear sky,27.5833,-109.9667,Kaba Motel
584,Margarita,PA,74.98,few clouds,9.3314,-79.8889,Meliá Panamá Canal
585,Acarau,BR,77.16,scattered clouds,-2.8856,-40.12,castelo pizzaria
586,Arlit,NE,69.3,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
588,Rudsar,IR,50.05,overcast clouds,37.1376,50.288,Hotel Bahar
592,Bose,IT,44.2,clear sky,45.4612,8.0137,Locanda Borgo Antico
593,Alexandria,EG,62.02,few clouds,31.2156,29.9553,Royal Crown Hotel
594,Peniche,PT,54.93,clear sky,39.3558,-9.3811,Hotel Star inn Peniche
597,Pampa,US,38.57,clear sky,35.5362,-100.9599,"Holiday Inn Express & Suites Pampa, an IHG Hotel"
598,Avera,US,42.67,overcast clouds,33.194,-82.5271,
599,Podor,MR,71.73,clear sky,16.6527,-14.9587,Auberge Du Tékrour
601,Nurota,UZ,41.09,broken clouds,40.5614,65.6886,Guest House Ruslan Nurata & Tours
602,Lerwick,GB,41.0,overcast clouds,60.1545,-1.1494,The Lerwick Hotel
606,Namibe,AO,74.93,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
607,Teguise,ES,64.62,clear sky,29.0605,-13.564,B&B La Casona de Nazaret
608,Beidao,CN,31.05,overcast clouds,34.5686,105.8933,Shell Tianshui Maiji District Erma Road Walking Street Hotel
609,Yuanping,CN,35.62,clear sky,38.7153,112.7575,Yuanping Xinghe Guesthouse
610,Ipixuna,BR,76.95,overcast clouds,-1.7625,-48.8043,Casa da Oscarina
613,Rutana,BI,63.59,overcast clouds,-3.8667,30.1,Failles des Allemands
614,Lasa,IT,31.03,scattered clouds,46.6166,10.7002,Pension Feldgärtenhof
615,Khani,GE,38.77,scattered clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
618,Granadilla De Abona,ES,67.98,clear sky,28.1188,-16.576,Hotel Rural Senderos De Abona
620,Stornoway,GB,39.16,broken clouds,58.2093,-6.3865,Caladh Inn
621,Bell Ville,AR,56.23,clear sky,-32.6259,-62.6887,Hotel Central
622,Indianola,US,31.91,clear sky,41.3581,-93.5574,Quality Inn Indianola
623,Lyuban,BY,31.06,overcast clouds,52.7985,28.0048,"Gostinitsa ""Oressa"""
626,Mizdah,LY,50.79,clear sky,31.4451,12.9801,محمدالمبروك الاريقط
627,Sorland,NO,35.46,overcast clouds,67.667,12.6934,Sjybrygga fiskecamp
628,Mayumba,GA,79.7,overcast clouds,-3.432,10.6554,LIKWALE LODGE
629,Balkanabat,TM,48.38,clear sky,39.5108,54.3671,Nebitchi Hotel
630,Greeneville,US,37.4,scattered clouds,36.1632,-82.831,General Morgan Inn and Conference Center
631,Miracema Do Tocantins,BR,72.19,overcast clouds,-9.5618,-48.3967,Miami Apart Hotel
633,Coquimbo,CL,60.53,clear sky,-29.9533,-71.3436,Hostel Del Puerto
640,Coahuayana,MX,66.99,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
642,Lydenburg,ZA,78.4,clear sky,-25.0978,30.4597,The Palms Boutique Hotel
643,Iwaki,JP,44.02,scattered clouds,37.05,140.8833,Toyoko Inn Iwaki Ekimae
645,Tahlequah,US,40.28,clear sky,35.9154,-94.97,Oak Hill Inn and Suites
646,Kidal,ML,66.27,clear sky,18.4411,1.4078,
647,Taoudenni,ML,64.4,clear sky,22.6783,-3.9836,
649,Shiraz,IR,47.64,clear sky,29.6036,52.5388,Kowsar Hotel
650,Vestmanna,FO,31.12,light snow,62.1564,-7.1664,Vestmanna Camping
653,Torata,PE,57.24,overcast clouds,-17.0769,-70.8433,Lodging Sra. Tina Vera
656,Ucluelet,CA,44.1,broken clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
658,Morro Bay,US,55.33,clear sky,35.3658,-120.8499,Inn at Morro Bay
661,Lumeje,AO,68.07,light rain,-11.55,20.7833,
663,Danane,CI,69.8,overcast clouds,7.2596,-8.155,Lmd
664,Boa Vista,BR,76.98,clear sky,2.8197,-60.6733,Aipana Plaza Hotel
665,Harnosand,SE,32.0,light snow,62.6323,17.9379,First Hotel Stadt
667,Nizwa,OM,72.57,clear sky,22.9333,57.5333,Orient Apartments
669,Potiskum,NG,71.92,clear sky,11.7091,11.0694,Yobe NYSC Orietation Camp Dazigau
671,Iranshahr,IR,65.07,clear sky,27.2025,60.6848,نیک سرشت
673,Kasungu,MW,75.13,overcast clouds,-13.0333,33.4833,Mame Motel
674,Taguatinga,BR,70.59,overcast clouds,-12.3857,-46.5711,
675,Eureka,US,46.92,few clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
676,Vienne,AT,43.81,few clouds,48.2085,16.3721,Hotel Royal
679,Millinocket,US,33.82,snow,45.6573,-68.7098,Katahdin Inn & Suites
680,Bom Jesus,BR,72.66,broken clouds,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
683,Elk City,US,41.22,clear sky,35.412,-99.4043,Hampton Inn & Suites Elk City
684,Myitkyina,MM,78.46,clear sky,25.3833,97.4,Shwe Phyu Hotel
685,Pierre,US,46.27,clear sky,44.3683,-100.351,Ramkota Hotel
686,Marsala,IT,54.0,clear sky,37.7966,12.4352,Villa Favorita Hotel e Resort
688,Riyadh,SA,62.74,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
690,Voh,NC,79.57,overcast clouds,-20.9667,164.7,Le gîte du Koniambo
691,Puerto Carreno,CO,76.01,overcast clouds,6.189,-67.4859,Casa Hotel Victoria
693,Hangu,CN,46.44,clear sky,39.2489,117.7892,Chongli Xuexiang Family Express Inn
694,Buchanan,LR,76.96,overcast clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
695,Talcahuano,CL,55.08,clear sky,-36.7167,-73.1167,departamento comodo
696,Natal,BR,75.85,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
697,Corinto,GR,45.9,broken clouds,37.9407,22.9573,Ephira Hotel
698,Wanning,CN,73.81,overcast clouds,18.8003,110.3967,Paradise Hotel
699,Gbarnga,LR,72.39,broken clouds,6.9956,-9.4722,Passion Hotel 2
701,Jadu,LY,45.72,few clouds,31.953,12.0261,امياس للصرافة
702,Andradas,BR,66.06,overcast clouds,-22.0681,-46.5692,Andradas Palace Hotel
703,Melbu,NO,35.38,light snow,68.5044,14.8297,Melbu Hotel
704,Romny,UA,32.54,overcast clouds,50.751,33.4747,Floriana
705,Tchibanga,GA,78.3,overcast clouds,-2.85,11.0333,
706,East Wenatchee Bench,US,42.13,clear sky,47.4257,-120.2812,Coast Wenatchee Center Hotel
707,Tartus,SY,63.5,broken clouds,34.889,35.8866,خيمة نبراس للاجئين
